number,Inventors,cities,countries,date,year
"7,365,061", Washburn; William N.,Titusville, NJ,       November 14,2005
"7,365,061", Stouch; Terry ,West Windsor,CA,       November 14,2005
"8,758,447", Shetty; Dhanuraj S.,Jersey City, NJ,30-Jun,2009
"8,758,447", Donners; Jackie J.,Raritan, NJ,30-Jun,2009
"8,758,447", Geesin; Jeffrey C.,Doylestown," PA ,CA",30-Jun,2009
"8,318,735"," Shipps, Jr.; Gerald W.",Stoneham, MA,       October 29,2007
"8,318,735", Cheng; Cliff C.,Cambridge, MA,       October 29,2007
"8,318,735", Huang; Xiaohua ,Malden, MA,       October 29,2007
"8,318,735", Fischmann; Thierry O.,Scotch Plains, NJ,       October 29,2007
"8,318,735", Duca; Jose S.,Cranford, NJ,       October 29,2007
"8,318,735", Richards; Matthew ,Somerville, MA,       October 29,2007
"8,318,735", Zeng; Hongbo ,Westford, MA,       October 29,2007
"8,318,735", Sun; Binyuan ,Chestnut Hill, MA,       October 29,2007
"8,318,735", Reddy; Panduranga Adulla ,Walpole, MA,       October 29,2007
"8,318,735", Zhao; Lianyun ,Burlington, MA,       October 29,2007
"8,318,735", Tang; Shuyi ,Quincy, MA,       October 29,2007
"8,318,735", Wong; Tzu T.,Belmont, MA,       October 29,2007
"8,318,735", Tadikonda; Praveen K.,Norwood, MA,       October 29,2007
"8,318,735", Torres; Luis E.,Medford, MA,       October 29,2007
"8,318,735", Siddiqui; M.,Newton, MA,       October 29,2007
"8,318,735", Dwyer; Michael P.,Scotch Plains, NJ,       October 29,2007
"5,211,985"," Shirley, Jr.; Arthur R.",Florence, AL,       October 9,1991
"5,211,985", Cochran; Keith D.,Florence, AL,       October 9,1991
"5,211,985", Lynch; Terence B.,London, CA,       October 9,1991
"5,211,985", Derrah; Russell I.,Oakville, CA,       October 9,1991
"5,211,985", Quadir; Sayeeda J.,Etobicoke, CA,       October 9,1991
"5,211,985", Tulimowski; Zdzislaw M.,Sarnia," CA ,CA",       October 9,1991
"6,913,739", Shore; Lawrence ,Edison, NJ,       November 9,2001
"10,179,796", Shorr; Robert ,Edison, NJ,14-Apr,2017
"10,179,796", Rodriguez; Robert ,Centereach, NY,14-Apr,2017
"10,179,796", Boteju; Lakmal ,Kendall Park, NJ,14-Apr,2017
"10,179,796", Kwok; Thomas ,Miller Place, NY,14-Apr,2017
"10,179,796", Marecek; James ,Saint James," NY ,CA",14-Apr,2017
"4,963,597", Shu; Paul ,West Windsor,CA,16-Oct,1989
"4,903,767", Shu; Paul ,West Windsor,CA,       January 3,1989
"4,901,795", Shu; Paul ,West Windsor,CA,       December 30,1988
"4,522,934", Beals; Eva M.,Washington Crossing," PA ,CA",       February 22,1983
"4,607,122", Beals; Eva M.,Washington Crossing," PA ,CA",       April 27,1981
"4,558,154", Beals; Eva M.,Washington Crossing," PA ,CA",       April 27,1981
"4,713,228", Shute; Jonathan F.,Lawrence, KS,       November 4,1986
"4,713,228", Rosenhouse; Harvey ,East Windsor,CA,       November 4,1986
"10,000,630", Sibtain; Fazle ,Calgary, CA,21-Oct,2015
"10,000,630", Dobbin; Christopher John Brooke ,Calgary, CA,21-Oct,2015
"10,000,630", Taylor; Kenneth Edward ,Sarnia, CA,21-Oct,2015
"10,000,630", Khakdaman; Hamidreza ,Calgary, CA,21-Oct,2015
"10,000,630", Chisholm; P Scott ,Calgary," CA ,CA",21-Oct,2015
"9,815,929", Siegers; Conrad ,Edmonton, CA,12-Feb,2014
"9,815,929", Steevensz; Richard ,Corruna," CA ,CA",12-Feb,2014
"6,455,182", Silver; Ronald G.,Tolland," CT ,CA",       May 9,2001
"4,563,194", Simon; James J.,Windsor," CT ,CA",       April 10,1984
"4,804,580", Singelyn; James D.,Newington," CT ,CA",       July 7,1988
"6,184,395", Singh; Ambarish K.,Bordentown, NJ,       May 16,2000
"6,184,395", Weaver; Raymond E.,Hampton, NJ,       May 16,2000
"6,184,395", Powers; Gerald L.,North Brunswick, NJ,       May 16,2000
"6,184,395", Rosso; Victor W.,East Windsor,CA,       May 16,2000
"7,419,990", Sings; Heather ,Scotch Plains," NJ ,CA",       July 16,2004
"9,867,862", Sjoberg; Eric Richard ,San Diego, CA,23-Feb,2015
"9,867,862", Lee; Gary ,West Windsor,CA,23-Feb,2015
"8,993,525", Sjoberg; Eric Richard ,San Diego, CA,14-Oct,2011
"8,993,525", Lee; Gary ,West Windsor,CA,14-Oct,2011
"8,956,814", Sjoberg; Eric Richard ,San Diego, CA,14-Oct,2011
"8,956,814", Lee; Gary ,West Windsor,CA,14-Oct,2011
"7,956,161", Skawinski; Michael A.,Fanwood, NJ,       April 11,2008
"7,956,161", Koltchev; Doranelly ,Watchung, NJ,       April 11,2008
"7,956,161", Clark; William A.,Matawan, NJ,       April 11,2008
"7,956,161", Lavoie; Thomas B.,Califon, NJ,       April 11,2008
"7,956,161", Pestka; Sidney ,North Caldwell," NJ ,CA",       April 11,2008
"6,239,082", Slack; David Anthony ,Sarnia," CA ,CA",       October 23,1998
"4,584,389", Sletzinger; Meyer ,North Plainfield, NJ,       May 23,1985
"4,584,389", Verhoeven; Thomas R.,Cranford, NJ,       May 23,1985
"4,584,389", Volante; Ralph P.,East Windsor,CA,       May 23,1985
"6,583,325"," Smith, Jr.; Lawrence A.",Pasadena, TX,       March 1,2002
"6,583,325", Putman; Hugh M.,Houston, TX,       March 1,2002
"6,583,325", Semerak; Henry J.,Houston, TX,       March 1,2002
"6,583,325", Crossland; Clifford S.,Sarnia," CA ,CA",       March 1,2002
"5,194,528", Smith; Brian H. A.,Sarnia, CA,       June 20,1989
"5,194,528", Allison; Melvin K.,Wyoming," CA ,CA",       June 20,1989
"4,036,911", Smith; Brian Howard Alfred ,Sarnia," CA ,CA",       July 17,1972
"9,260,629", Smith; Richard L.,South WindsorCT, CT,02-Sep,2010
"9,260,629", Sheffel; Joshua A.,Manchester, CT,02-Sep,2010
"9,260,629", Schmidt; Wayde R.,Pomfret Center," CT ,CA",02-Sep,2010
"9,249,331", Smith; Richard L.,South WindsorCT, CT,02-Sep,2010
"9,249,331", Sheffel; Joshua A.,Manchester, CT,02-Sep,2010
"9,249,331", Schmidt; Wayde R.,Pomfret Center," CT ,CA",02-Sep,2010
"5,908,830", Smith; Roy G.,Westfield, NJ,       October 30,1997
"5,908,830", Cascieri; Margaret A.,Scotch Plains, NJ,       October 30,1997
"5,908,830", MacNeil; Douglas J.,Westfield, NJ,       October 30,1997
"5,908,830", Menke; John G.,Morganville," NJ ,CA",       October 30,1997
"4,390,897"," Smithgall, Sr.; David H.",East Windsor,CA,       April 17,1981
"4,489,562", Snyder; Troxell K.,South Windsor, CT,       November 8,1982
"4,489,562", Chase; Paul H.,East Granby," CT ,CA",       November 8,1982
"9,249,236", Soddemann; Matthias ,Schattdorf, CH,01-May,2013
"9,249,236", Obrecht; Werner ,Moers, DE,01-May,2013
"9,249,236", Mersmann; Franz-Josef ,Bergisch-Gladbach, DE,01-May,2013
"9,249,236", Paul; Hanns-Ingolf ,Leverkusen, DE,01-May,2013
"9,249,236", Wagner; Paul ,Dusseldorf, DE,01-May,2013
"9,249,236", Feller; Rolf ,Mettmann, DE,01-May,2013
"9,249,236", Koenig; Thomas ,Leverkusen, DE,01-May,2013
"9,249,236", Kirchhoff; Jorg ,Leverkusen, DE,01-May,2013
"9,249,236", Lovegrove; John ,Sarnia," CA ,CA",01-May,2013
"9,259,417", Soll; Mark David ,Alpharetta, GA,20-Feb,2015
"9,259,417", Larsen; Diane ,Buford, GA,20-Feb,2015
"9,259,417", Cady; Susan Mancini ,Yardley, PA,20-Feb,2015
"9,259,417", Cheifetz; Peter ,Newtown," PA ,CA",20-Feb,2015
"9,931,320", Soll; Mark David ,Alpharetta, GA,22-Dec,2015
"9,931,320", Larsen; Diane ,Buford, GA,22-Dec,2015
"9,931,320", Cady; Susan Mancini ,Yardley, PA,22-Dec,2015
"9,931,320", Cheifetz; Peter ,Newtown, PA,22-Dec,2015
"9,931,320", Gong; Saijun ,Bridgewater," NJ ,CA",22-Dec,2015
"9,233,100", Soll; Mark David ,Alpharetta, GA,31-Jan,2013
"9,233,100", Larsen; Diane ,Buford, GA,31-Jan,2013
"9,233,100", Cady; Susan Mancini ,Yardley, PA,31-Jan,2013
"9,233,100", Cheifetz; Peter ,Newtown, PA,31-Jan,2013
"9,233,100", Gong; Saijun ,Bridgewater," NJ ,CA",31-Jan,2013
"7,935,719", Solvibile; William Ronald ,Princeton, NJ,       October 5,2007
"7,935,719", Williams; Marla Jean ,Flemington, NJ,       October 5,2007
"7,935,719", Gross; Jonathan Laird ,Cranbury, NJ,       October 5,2007
"7,935,719", Robichaud; Albert Jean ,Ringoes," NJ ,CA",       October 5,2007
"5,476,660", Somasundaran; Ponisseril ,Nyack, NY,       August 3,1994
"5,476,660", Ananthapadmanabhan; Kavssery P.,Edgewater, NJ,       August 3,1994
"5,476,660", Tsaur; Liang S.,Norwood," NJ ,CA",       August 3,1994
"8,703,821", Song; Jianfeng ,West Windsor,CA,18-Apr,2007
"8,466,199", Song; Jianfeng ,West Windsor,CA,21-Mar,2008
"7,935,226", Alvarez; Jormarie ,Fairfax, VA,       August 20,2008
"7,935,226", Lobo; Julio D.,Baden, CH,       August 20,2008
"7,935,226", Chimenti; Robert J.,Short Hills," NJ ,CA",       August 20,2008
"6,616,739", Spanos; James D.,Windsor," CA ,CA",       October 29,2002
"7,294,278", Spears; J.,Bloomfield Hills, MI,       November 4,2005
"7,294,278", Crilly; Richard ,Windsor, CA,       November 4,2005
"7,294,278", Rydman; Ray ,Freeland, MI,       November 4,2005
"7,294,278", Gessert; James ,Colorado Springs, CO,       November 4,2005
"7,294,278", Myrick; Steve ,Tustin," CA ,CA",       November 4,2005
"7,008,535", Spears; J.,Bloomfield Hills, MI,       August 4,2000
"7,008,535", Crilly; Richard ,Windsor, CA,       August 4,2000
"7,008,535", Rydman; Ray ,Freeland, MI,       August 4,2000
"7,008,535", Gessert; James ,Colorado Springs, CO,       August 4,2000
"7,008,535", Myrick; Steve ,Tustin," CA ,CA",       August 4,2000
"6,315,942", Spears; J.,Bloomfield, MI,       January 28,2000
"6,315,942", Crilly; Richard J.,Windsor," CA ,CA",       January 28,2000
"6,241,802", Spears; J.,Bloomfield, MI,       February 8,2000
"6,241,802", Crilly; Richard J.,Windsor," CA ,CA",       February 8,2000
"6,290,958", Spears; J.,Bloomfield, MI,       January 28,2000
"6,290,958", Crilly; Richard J.,Windsor," CA ,CA",       January 28,2000
"5,451,249", Spiegel; Ronald J.,Chapel Hill, NC,       June 14,1994
"5,451,249", Sederquist; Richard A.,Newington, CT,       June 14,1994
"5,451,249", Trocciola; John C.,Glastonbury, CT,       June 14,1994
"5,451,249", Healy; Herbert C.,Hebron, CT,       June 14,1994
"5,451,249", Lesieur; Roger R.,Enfield, CT,       June 14,1994
"5,451,249", Sandelli; Gregory J.,Newington," CT ,CA",       June 14,1994
"5,466,736", Spowage; Mark J.,Leeds, GB,       June 16,1994
"5,466,736", Grayson; Julia P.,Sheffield, GB,       June 16,1994
"5,466,736", Outhwaite; Alan C.,Wakefield, GB,       June 16,1994
"5,466,736", Ahmed; Nighat ,Bristol," GB ,CA",       June 16,1994
"4,503,241", Sprague; Peter W.,Pennington, NJ,       May 13,1983
"4,503,241", Heikes; James E.,East Windsor,CA,       May 13,1983
"6,361,390", Sreeram; Attiganal Narayanaswamy ,Plainsboro, NJ,       September 11,2000
"6,361,390", Prabhu; Ashok Narayan ,Lawrenceville, NJ,       September 11,2000
"6,361,390", Palit; Kalipada ,Plainsboro," NJ ,CA",       September 11,2000
"6,140,759", Sreeram; Attiganal Narayanaswamy ,Plainsboro, NJ,       July 31,1998
"6,140,759", Prabhu; Ashok Narayan ,Lawrenceville, NJ,       July 31,1998
"6,140,759", Palit; Kalipada ,Plainsboro," NJ ,CA",       July 31,1998
"6,321,569", Sreeram; Attiganal Narayanswamy ,Plainsboro, NJ,       June 20,2000
"6,321,569", Quinn; Robert L.,Trenton, NJ,       June 20,2000
"6,321,569", Prabhu; Ashok Narayan ,East Windsor,CA,       June 20,2000
"6,140,767", Sreeram; Attiganal Narayanswamy ,Plainsboro, NJ,       March 13,1998
"6,140,767", Quinn; Robert L.,Trenton, NJ,       March 13,1998
"6,140,767", Prabhu; Ashok Narayan ,East Windsor,CA,       March 13,1998
"4,999,040", Stankosky; Michael J.,Windsor," CT ,CA",       November 2,1989
"4,725,301", Stankosky; Michael J.,Windsor, CT,       October 22,1986
"4,725,301", Suomala; John E.,Weatogue," CT ,CA",       October 22,1986
"8,357,310", Steele; John W.,New Hartford, CT,10-Nov,2010
"8,357,310", Beringer; Durwood M.,Suffield, CT,10-Nov,2010
"8,357,310", Jaworowski; Mark R.,Glastonbury, CT,10-Nov,2010
"8,357,310", Varsik; Jerome D.,Barkhamsted, CT,10-Nov,2010
"8,357,310", Morenz; Jesse ,Hartford, CT,10-Nov,2010
"8,357,310", Tull; Brian ,West New York," NJ ,CA",10-Nov,2010
"9,260,644", Steele; John W.,New Hartford, CT,02-Apr,2013
"9,260,644", Montefusco; Daniel ,Manchester, CT,02-Apr,2013
"9,260,644", Peyton; Barbara M.,Windsor, CT,02-Apr,2013
"9,260,644", Varsik; Jerome D.,Barkhamsted," CT ,CA",02-Apr,2013
"5,416,002", Steele; John W.,Torrington, CT,       December 3,1992
"5,416,002", Dean; W.,Simsbury," CT ,CA",       December 3,1992
"7,241,791", Steffan; Robert J.,Langhorne, PA,       September 24,2003
"7,241,791", Matelan; Edward M.,Royersford, PA,       September 24,2003
"7,241,791", Ashwell; Mark A.,Carlisle, MA,       September 24,2003
"7,241,791", Solvibile; William R.,East Windsor,CA,       September 24,2003
"6,506,901", Steffan; Robert John ,Langhorne, PA,       July 12,2001
"6,506,901", Ashwell; Mark Anthony ,Plainsboro, NJ,       July 12,2001
"6,506,901", Pelletier; Jeffrey Claude ,Lafayette Hill, PA,       July 12,2001
"6,506,901", Solvibile; William Ronald ,Yardley," PA ,CA",       July 12,2001
"6,174,991", Steiger; Roland ,Bright's Grove," CA ,CA",       June 29,1999
"10,035,706"," Steiner, III; Stephen A.",Boston, MA,09-Dec,2016
"10,035,706", Wardle; Brian L.,Lexington, MA,09-Dec,2016
"10,035,706", Li; Richard ,West Windsor,CA,09-Dec,2016
"6,342,463", Stephan; Douglas W.,LaSalle, CA,       February 25,2000
"6,342,463", Stewart; Jeff C.,Windsor, CA,       February 25,2000
"6,342,463", Brown; Stephen John ,Calgary, CA,       February 25,2000
"6,342,463", Swabey; John William ,Calgary, CA,       February 25,2000
"6,342,463", Wang; Qinyan ,Calgary," CA ,CA",       February 25,2000
"6,063,879", Stephan; Douglas W.,LaSalle, CA,       October 29,1997
"6,063,879", Stewart; Jeff C.,Windsor, CA,       October 29,1997
"6,063,879", Brown; Stephen John ,Calgary, CA,       October 29,1997
"6,063,879", Swabey; John William ,Calgary, CA,       October 29,1997
"6,063,879", Wang; Qinyan ,Calgary," CA ,CA",       October 29,1997
"5,965,677", Stephan; Douglas W.,LaSalle, CA,       October 29,1997
"5,965,677", Stewart; Jeff C.,Windsor, CA,       October 29,1997
"5,965,677", Harrison; Daryll G.,Calgary," CA ,CA",       October 29,1997
"5,216,173", Stephens; Randall ,Sebastopol, CA,       July 23,1990
"5,216,173", Domeier; Linda A.,Windsor," CA ,CA",       July 23,1990
"4,670,300"," Stewart, Jr.; Robert C.",West Suffield," CT ,CA",       July 3,1985
"4,031,110", Stockel; Richard Frederick ,Bridgewater, NJ,       July 13,1976
"4,031,110", Valenti; Peter Carl ,East Windsor,CA,       July 13,1976
"9,901,706", Storbeck; Gene Thomas ,South WindsorCT, CT,10-Apr,2015
"9,901,706", Rubesch; Timothy Lawrence ,Blaine," MN ,CA",10-Apr,2015
"5,376,732", Stover; Harald D. H.,Dundas, CA,       October 30,1992
"5,376,732", Li; Pei ,Hung Hom, HK,       October 30,1992
"5,376,732", Ferrari; Lorenzo ,Sarnia, CA,       October 30,1992
"5,376,732", Shaver; Robert T.,Brantford, CA,       October 30,1992
"5,376,732", Vlaovic; Djordje ,Winnipeg," CA ,CA",       October 30,1992
"5,753,780", Stover; Harald D. H.,Dundas, CA,       August 16,1995
"5,753,780", Li; Pei ,Kowloon, HK,       August 16,1995
"5,753,780", Ferrari; Lorenzo ,Sarnia, CA,       August 16,1995
"5,753,780", Shaver; Robert T.,Brantford, CA,       August 16,1995
"5,753,780", Vlaovic; Djordje ,Winnipeg," CA ,CA",       August 16,1995
"5,468,814", Stover; Harald D. H.,Dundas, CA,       September 15,1994
"5,468,814", Li; Pei ,Kowloon, HK,       September 15,1994
"5,468,814", Ferrari; Lorenzo ,Sarnia, CA,       September 15,1994
"5,468,814", Shaver; Robert T.,Brantford, CA,       September 15,1994
"5,468,814", Vlaovic; Djordje ,Winnipeg," CA ,CA",       September 15,1994
"5,290,426", Stover; William H.,Sarnia OnN/A," CA ,CA",       April 15,1992
"4,673,413", Strong; William A.,South WindsorCT," CT ,CA",06-May,1985
"4,854,944", Strong; William H. (S.,S. Windsor ,CA,06-Jun,1988
"4,880,542", Sublette; Kerry L.,Tulsa," OK ,CA",       May 13,1988
"4,581,120", Sublette; Kerry L.,Tulsa," OK ,CA",       September 19,1984
"5,077,208", Sublette; Kerry L.,Tulsa," OK ,CA",       June 4,1990
"4,859,588", Sublette; Kerry L.,Tulsa," OK ,CA",       May 5,1988
"4,760,027", Sublette; Kerry L.,Tulsa," OK ,CA",       April 9,1986
"4,469,582", Sublette; Kerry L.,Tulsa, OK,       March 22,1982
"4,469,582", Prestridge; Floyd L.,Mounds," OK ,CA",       March 22,1982
"4,879,240", Sublette; Kerry L.,Tulsa, OK,       July 19,1988
"4,879,240", Woolsey; Maron E.,Tulsa, OK,       July 19,1988
"4,879,240", Manning; Francis S.,Tulsa, OK,       July 19,1988
"4,879,240", Montgomery; Anne D.,San Antonio, TX,       July 19,1988
"4,879,240", McInerney; Michael J.,Norman," OK ,CA",       July 19,1988
"6,723,359", Subramaniam; Anandaraman ,Tabernacle, NJ,       October 18,2001
"6,723,359", Vlad; Florin Joseph ,Annandale, NJ,       October 18,2001
"6,723,359", Benczedi; Daniel ,Carouge," CH ,CA",       October 18,2001
"8,865,640", Subramanyam; Ravi ,Mumbai, IN,28-May,2010
"8,865,640"," Schramm, Jr.; Charles J.",Neshanic, NJ,28-May,2010
"8,865,640", Rege; Aarti ,East Windsor,CA,28-May,2010
"7,326,795", Sudhakar; Anantha ,East Brunswick, NJ,       June 15,2004
"7,326,795", Dahanukar; Vilas ,Hyderabad, IN,       June 15,2004
"7,326,795", Zavialov; Ilia A.,Clark, NJ,       June 15,2004
"7,326,795", Nguyen; Hoa N.,Dayton, NJ,       June 15,2004
"7,326,795", Weber; Juergen ,Fanwood, NJ,       June 15,2004
"7,326,795", Chen; Minzhang ,Plainsboro, NJ,       June 15,2004
"7,326,795", Green; Michael D.,Willingboro, NJ,       June 15,2004
"7,326,795", Wong; George S.,Summit, NJ,       June 15,2004
"7,326,795", Park; Jeonghan ,Whippany, NJ,       June 15,2004
"7,326,795", Iwama; Tetsuo ,Scotch Plains," NJ ,CA",       June 15,2004
"4,569,941", Suh; John T.,Greenwich, CT,       January 17,1985
"4,569,941"," Chung, deceased; Rack H.",Clifton Park, NY,       January 17,1985
"4,632,929", Suh; John T.,Greenwich, CT,       September 23,1985
"4,632,929"," Chung, deceased; Rack H.",late of Clifton Park, NY,       September 23,1985
"7,405,234", Sun; Chong-Qing ,Cherry Hill, NJ,       February 17,2004
"7,405,234", Augeri; David ,Princeton, NJ,       February 17,2004
"7,405,234", Bi; Yingzhi ,Plainsboro, NJ,       February 17,2004
"7,405,234", Robl; Jeffrey ,Newtown, PA,       February 17,2004
"7,405,234", Huang; Yan-Ting ,Pennington, NJ,       February 17,2004
"7,405,234", Wang; Tammy ,Lawrenceville, NJ,       February 17,2004
"7,405,234", Holubec; Alexandra ,Yardley, PA,       February 17,2004
"7,405,234", Simpkins; Ligaya ,Titusville, NJ,       February 17,2004
"7,405,234", Sutton; James C.,Princeton Junction, NJ,       February 17,2004
"7,405,234", Li; James J.,Pennington," NJ ,CA",       February 17,2004
"10,017,497", Sun; Chongqing ,East Windsor,CA,06-May,2015
"8,394,823", Sun; Chongqing ,East Windsor,CA,10-Apr,2009
"7,314,882", Huang; Yanting ,Pennington," NJ ,CA",       January 12,2006
"7,709,647", Huang; Yanting ,Pennington, NJ,       April 17,2008
"7,709,647", Pendri; Annapurna ,Glastonbury, CT,       April 17,2008
"7,709,647", Gerritz; Samuel ,Guilford, CT,       April 17,2008
"7,709,647", Ellsworth; Bruce A.,Princeton, NJ,       April 17,2008
"7,709,647", Murugesan; Natesan ,Princeton Junction," NJ ,CA",       April 17,2008
"7,361,766", Huang; Yanting ,Pennington, NJ,       January 12,2006
"7,361,766", Zhu; Yeheng ,Stockton," NJ ,CA",       January 12,2006
"6,670,386", Salvati; Mark E.,Lawrenceville, NJ,       July 31,2002
"6,670,386", Wang; Tammy ,Lawrenceville, NJ,       July 31,2002
"6,670,386", Hamann; Lawrence ,Cherry Hill, NJ,       July 31,2002
"6,670,386", Augeri; David ,Princeton," NJ ,CA",       July 31,2002
"7,572,808", Wu; Gang ,Princeton, NJ,       June 16,2006
"7,572,808", Ewing; William R.,Yardley, PA,       June 16,2006
"7,572,808", Huang; Yanting ,Pennington, NJ,       June 16,2006
"7,572,808", Lee; Taekyu ,Doylestown, PA,       June 16,2006
"7,572,808", Murugesan; Natesan ,Princeton Junction, NJ,       June 16,2006
"7,572,808", Sulsky; Richard B.,West Trenton," NJ ,CA",       June 16,2006
"7,063,894", Sun; Ellen Y.,South WindsorCT, CT,       May 22,2003
"7,063,894", Linsey; Gary D.,Glastonbury, CT,       May 22,2003
"7,063,894", Holowczak; John E.,South WindsorCT, CT,       May 22,2003
"7,063,894", Baldwin; Neil R.,Lake Forest, CA,       May 22,2003
"7,063,894", Eaton; Harry E.,Woodstock," CT ,CA",       May 22,2003
"9,975,775", Sun; Yipeng ,Chapel Hill, NC,03-Apr,2015
"9,975,775", Rice; Gordon ,Albuquerque, NM,03-Apr,2015
"9,975,775", Atanassova; Paolina ,Waltham, MA,03-Apr,2015
"9,975,775", Moeser; Geoffrey D.,Groton," MA ,CA",03-Apr,2015
"4,554,000", Suomala; John E.,Weatogue, CT,       September 27,1984
"4,554,000", Bratton; Kenneth L.,Windsor, CT,       September 27,1984
"4,554,000", Bergsten; Sten E.,Sundsvall, SE,       September 27,1984
"4,554,000", Savic; Nicolas M.,Wethersfield, CT,       September 27,1984
"4,554,000", Gardner; E.,Bloomfield," CT ,CA",       September 27,1984
"4,413,155", Suresh; Dev D.,Macedonia, OH,       March 30,1981
"4,413,155", Grasselli; Robert K.,Chagrin Falls, OH,       March 30,1981
"4,413,155", Orndoff; David A.,Windsor," OH ,CA",       March 30,1981
"4,309,361", Suresh; Dev D.,Macedonia, OH,       December 28,1979
"4,309,361", Grasselli; Robert K.,Chagrin Falls, OH,       December 28,1979
"4,309,361", Orndoff; David A.,Windsor," OH ,CA",       December 28,1979
"4,760,159", Suresh; Dev D.,Macedonia, OH,       March 13,1987
"4,760,159", Orndoff; David A.,Windsor, OH,       March 13,1987
"4,760,159", Brazdil; James F.,Mayfield Village, OH,       March 13,1987
"4,760,159", Glaeser; Linda C.,Cleveland Heights, OH,       March 13,1987
"4,760,159", Friedrich; Maria S.,Lyndhurst," OH ,CA",       March 13,1987
"4,127,618", Sutherland; Thomas H.,Sarnia, CA,       January 28,1977
"4,127,618", Smith; Peter A. C.,Petrolia," CA ,CA",       January 28,1977
"10,035,722", Sveinsbo; Gunnar ,Godvik, NO,04-May,2015
"10,035,722", Solvang; Finn Erik ,Tonsberg," NO ,CA",04-May,2015
"4,652,411", Swarr; Thomas E.,South WindsorCT, CT,       May 23,1984
"4,652,411", Nickols; Richard C.,East Hartford, CT,       May 23,1984
"4,652,411", Krasij; Myron ,Avon," CT ,CA",       May 23,1984
"4,892,660", Sweet; James R.,Sarnia," CA ,CA",       October 17,1988
"6,395,559", Swenson; Rolf E.,West Windsor,CA,       May 4,1999
"6,844,411", Syme; Dave ,Sarnia, CA,       October 21,2003
"6,844,411", Gronowski; Adam ,Sarnia, CA,       October 21,2003
"6,844,411", Kaszas; Gabor ,London, CA,       October 21,2003
"6,844,411", Watson; Kenneth Norman ,Forest," CA ,CA",       October 21,2003
"6,667,014", Szydlowski; Donald F.,Ellington," CT ,CA",       September 22,1998
"6,306,354", Szydlowski; Donald F.,Ellington, CT,       May 17,1996
"6,306,354", Corrigan; Thomas J.,Vernon, CT,       May 17,1996
"6,306,354", Blake; Dale W.,Glastonbury, CT,       May 17,1996
"6,306,354", Sederquist; Richard A.,Newington," CT ,CA",       May 17,1996
"6,120,926", Szydlowski; Donald F.,Ellington, CT,       November 10,1998
"6,120,926", Lesieur; Roger R.,Enfield, CT,       November 10,1998
"6,120,926", Cipollini; Ned E.,Enfield," CT ,CA",       November 10,1998
"6,610,265", Szydlowski; Donald F.,Ellington, CT,       January 10,2002
"6,610,265", Lesieur; Roger R.,Enfield, CT,       January 10,2002
"6,610,265", Sederquist; Richard A.,Middletown," CT ,CA",       January 10,2002
"6,045,772", Szydlowski; Donald F.,Ellington, CT,       August 19,1998
"6,045,772", Sederquist; Richard A.,Newington," CT ,CA",       August 19,1998
"4,861,347", Szydlowski; Donald F.,Ellington, CT,       December 29,1986
"4,861,347", Suljak; George T.,Vernon," CT ,CA",       December 29,1986
"4,737,161", Szydlowski; Donald F.,Ellington, CT,       January 27,1987
"4,737,161", Suljak; George T.,Vernon," CT ,CA",       January 27,1987
"4,504,693", Tabak; Samuel A.,Wenonah, NJ,       June 1,1984
"4,504,693", Wright; Bernard S.,Belle Mead," NJ ,CA",       June 1,1984
"8,969,261", Talingting Pabalan; Ruela ,Burlington, NJ,14-Feb,2011
"8,969,261", Martinez-Castro; Nemesio ,Bristol, PA,14-Feb,2011
"8,969,261", Kesavan; Subramanian ,Burlington, NJ,14-Feb,2011
"8,969,261", Langlois; Bruno ,Paris," FR ,CA",14-Feb,2011
"8,945,667", Talingting Pabalan; Ruela ,Burlington, NJ,14-Feb,2011
"8,945,667", Martinez-Castro; Nemesio ,Bristol, PA,14-Feb,2011
"8,945,667", Kesavan; Subramanian ,Burlington, NJ,14-Feb,2011
"8,945,667", Langlois; Bruno ,Paris," FR ,CA",14-Feb,2011
"7,365,202", Tan; Lushi ,Edison, NJ,       December 4,2006
"7,365,202", Meissner; Robert S.,Schwenksville, PA,       December 4,2006
"7,365,202", Li; Wenjie ,Hopewell Junction, NY,       December 4,2006
"7,365,202", Perkins; James J.,Churchville, PA,       December 4,2006
"7,365,202", Cote; Aaron S.,Perkasie, PA,       December 4,2006
"7,365,202", Kiang; Yuan-Hon ,Newbury Park," CA ,CA",       December 4,2006
"5,624,470", Tanca; Michael C.,Tariffville," CT ,CA",       December 22,1995
"5,425,791", Tanca; Michael C.,Tariffville," CT ,CA",       July 1,1994
"4,680,035", Tanca; Michael C.,Tariffville," CT ,CA",       March 27,1986
"4,602,573", Tanca; Michael C.,Tariffville," CT ,CA",       February 22,1985
"4,445,441", Tanca; Michael C.,Tariffville," CT ,CA",       June 1,1983
"4,343,627", Tanca; Michael C.,Tariffville," CT ,CA",       November 28,1980
"4,333,742", Tanca; Michael C.,Tariffville," CT ,CA",       March 4,1981
"5,284,550", Tanca; Michael C.,Tariffville, CT,       June 18,1992
"5,284,550", Dahlquist; Erik G. A.,Vasteras, SE,       June 18,1992
"5,284,550", Flink; Sune ,Vasteras," SE ,CA",       June 18,1992
"7,003,206", Tankala; Kanishka ,South WindsorCT, CT,       June 24,2004
"7,003,206", Carter; Adrian ,Bulli," AU ,CA",       June 24,2004
