number,Assignees,City,Country,date,year
"6,727,320",Henkel Loctite Corporation ,Rocky Hill, CT,       January 18,2002
"6,625,923",Henkel Loctite Corporation ,Rocky Hill, CT,       January 18,2002
"6,486,103",Henkel Loctite Corporation ,Rocky Hill, CT,       March 26,2001
"9,828,454",Henkel IP & Holding GmbH ,Duesseldorf, DE,22-Jul,2015
"9,974,730",Henkel IP & Holding GmbH ,Duesseldorf, DE,09-Apr,2015
"8,066,288",Henkel Corporation ,Rocky Hill, CT,       June 3,2009
"7,408,010",Henkel Corporation ,Rocky Hill, CT,       December 15,2006
"7,332,547",Henkel Corporation ,Rocky Hill, CT,       December 5,2006
"7,144,956",Henkel Corporation ,Rocky Hill, CT,       March 1,2005
"7,041,747",Henkel Corporation ,Rocky Hill, CT,       August 18,2003
"7,404,442",Henkel Corporation ,Rocky Hill, CT,       December 15,2006
"7,132,550",Henkel Corporation ,Rocky Hill, CT,       March 1,2005
"7,049,046",Henkel Corporation ,Rocky Hill, CT,       August 30,2001
"5,575,918",Henkel Corporation ,Plymouth Meeting, PA,       February 28,1995
"5,968,364",Henkel Corporation ,Gulph Mills, PA,       September 27,1996
"7,156,995","Hellenbrand, Inc.",Waunakee, WI,       March 4,2002
"6,607,800","Heineken Technical Services, B.V.",Zoerterwoude, NL,       November 23,1999
"6,989,181",Heineken Technical Services B.V.,Amsterdam, NL,       October 2,2001
"8,034,232","Headwaters Technology Innovation, LLC ",Lawrenceville, NJ,       October 31,2007
"7,615,142","Headwaters Technology Innovation, LLC ",Lawrenceville, NJ,       August 31,2006
"8,440,071","Headwaters Technology Innovation, LLC ",Lawrenceville, NJ,23-May,2011
"8,557,105","Headwaters Technology Innovation, LLC ",Lawrenceville, NJ,13-Nov,2012
"9,790,440","HEADWATERS TECHNOLOGY INNOVATION GROUP, INC.",South Jordan, UT,23-Sep,2011
"9,920,261","HEADWATERS HEAVY OIL, LLC ",South Jordan, UT,18-Apr,2013
"9,605,215","HEADWATERS HEAVY OIL, LLC ",South Jordan, UT,03-Dec,2013
"8,309,041","Headwaters Heavy Oil, LLC ",South Jordan, UT,       September 19,2011
"8,303,802","Headwaters Heavy Oil, LLC ",South Jordan, UT,       May 26,2011
"7,815,870","Headwaters Heavy Oil, LLC ",South Jordan, UT,       April 18,2008
"7,578,928","Headwaters Heavy Oil, LLC ",South Jordan, UT,       April 28,2005
"7,449,103","Headwaters Heavy Oil, LLC ",South Jordan, UT,       April 28,2005
"8,431,016","Headwaters Heavy Oil, LLC ",South Jordan, UT,19-Jul,2010
"8,673,130","Headwaters Heavy Oil, LLC ",South Jordan, UT,19-Apr,2013
"7,713,319",Hamilton Sunstrand Corporation ,Windsor Locks, CT,       August 16,2006
"7,857,979",Hamilton Sunstrand Corporation ,Windsor Locks, CT,       February 21,2007
"9,096,444","HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",Windsor Locks, CT,17-May,2012
"9,394,185","HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",Windsor Locks, CT,06-Jul,2015
"9,260,644","HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",Windsor Locks, CT,02-Apr,2013
"8,357,310","Hamilton Sundstrand Space Systems International, Inc.",Windsor Locks, CT,10-Nov,2010
"8,623,453","Hamilton Sundstrand Space Systems International, Inc.",Windsor Locks, CT,29-Mar,2011
"8,685,257","Hamilton Sundstrand Space Systems International, Inc.",Windsor Locks, CT,10-Dec,2009
"8,808,519",Hamilton Sundstrand Space Systems International ,Windsor Locks, CT,14-Dec,2011
"9,586,843","HAMILTON SUNDSTRAND SPACE SYSTEM INTERNATIONAL, INC.",Windsor Locks, CT,27-Oct,2014
"10,093,425",HAMILTON SUNDSTRAND CORPORATION ,Windsor Locks, CT,09-Aug,2016
"7,744,824",Hamilton Sundstrand Corporation ,Windsor Locks, CT,       March 23,2006
"8,466,079",Hamilton Sundstrand Corporation ,Windsor Locks, CT,07-May,2010
"9,932,234",Hamilton Sundstrand Corporation ,Windsor Locks, CT,13-Jul,2015
"9,675,929",Hamilton Sundstrand Corporation ,Windsor Locks, CT,17-Nov,2014
"9,186,622",Hamilton Sundstrand Corporation ,Windsor Locks, CT,11-Jun,2014
"9,618,145",Hamilton Sundstrand Corporation ,Windsor Locks, CT,01-Apr,2014
"9,932,125",Hamilton Sundstrand Corporation ,Windsor Locks, CT,15-May,2017
"9,133,028",Hamilton Sundstrand Corporation ,Windsor Locks, CT,15-Apr,2013
"9,056,276",Hamilton Sundstrand Corporation ,Windsor Locks, CT,17-Oct,2011
"9,150,756","HAMILTON SPACE SYSTEMS INTERNATIONAL, INC.",Windsor Locks, CT,10-Aug,2011
"10,203,316",HACH COMPANY ,Loveland, CO,29-Jul,2016
"8,920,619",Hach Company ,Loveland, CO,23-Nov,2010
"9,861,639",H.,Valby, DK,25-Jan,2017
"9,649,308",H.,Valby, DK,19-Jun,2015
"9,593,105",H.,Valby, DK,08-Jul,2016
"9,415,055",H.,Valby, DK,08-Jul,2015
"9,108,938",H.,Valby, DK,10-Oct,2013
"9,102,591",H.,Valby, DK,10-Oct,2013
"5,106,464",H-D Tech Inc.,Sarnia, CA,       April 16,1990
"8,097,342",Guardian Industries Corp.,Auburn Hills, MI,       July 22,2009
"8,746,138",GreenField Specialty Alcohols Inc.,Toronto," Ontario, CA",09-Nov,2011
"8,741,563",GreenField Specialty Alcohols Inc.,Toronto," Ontario, CA",09-Nov,2011
"9,352,253",GREENFIELD SPECIALTY ALCOHOLS INC.,Toronto, CA,20-Dec,2013
"9,416,344",GREENFIELD SPECIALTY ALCOHOLS INC.,Toronto, CA,08-Nov,2011
"9,220,245",GreenField Specialty Alcohols Inc.,Toronto, CA,20-Jul,2012
"9,816,035",GreenField Specialty Alcohols Inc.,Toronto, CA,22-Dec,2015
"8,287,651",GreenField Ethanol Inc.,Toronto, CA,       September 16,2009
"10,151,362",Goodrich Corporation ,Charlotte, NC,16-May,2017
"9,587,118",GM Global Technology Operations LLC ,Detroit, MI,12-May,2015
"9,561,682",GM Global Technology Operations LLC ,Detroit, MI,12-May,2015
"10,035,722",Glassolite Ltd ,Windsor, GB,04-May,2015
"10,111,823",GETCO LLC ,Windsor, CO,05-May,2016
"5,139,373","Gerber Optical, Inc.",South Windsor, CT,       February 7,1991
"7,645,716",Georg-August-Universitaet Goettingen ,Gottingen, DE,       March 15,2005
"5,256,469",General Electric Company ,Schenectady, NY,       December 18,1991
"4,997,795",General Electric Company ,Schenectady, NY,       December 7,1989
"4,880,567",General Electric Company ,Schenectady, NY,       December 9,1988
"4,874,550",General Electric Company ,Schenectady, NY,       December 2,1988
"4,863,517",General Electric Company ,Schenectady, NY,       October 11,1988
"4,830,988",General Electric Company ,Schenectady, NY,       March 2,1987
"4,816,615",General Electric Company ,Schenectady, NY,       August 20,1987
"4,808,770",General Electric Company ,Schenectady, NY,       August 20,1987
"4,808,673",General Electric Company ,Schenectady, NY,       August 20,1987
"4,788,163",General Electric Company ,Schenectady, NY,       August 20,1987
"4,772,574",General Electric Company ,Schenectady, NY,       November 12,1987
"4,775,591",General Electric Company ,Schenectady, NY,       June 1,1987
"4,885,335",General Electric Company (Mt.,Mt. Vernon, IN,       December 27,1988
"5,212,017",General Electric Company ,East Windsor, NJ,       December 14,1990
"5,026,813",General Electric Company ,East Windsor, NJ,       December 27,1989
"5,277,724",General Electric Co.,Schenectady, NY,       December 18,1991
"4,550,155",General Electric Co.,Pittsfield, MA,       November 3,1983
"5,310,422",General Electric Co.,East Windsor, NJ,       December 1,1992
"6,616,739",General Chemical Industrial Products Inc.,Parsippany, NJ,       October 29,2002
"5,560,890",Gas Research Institute ,Chicago, IL,       April 10,1995
"5,405,514",Gas Research Institute ,Chicago, IL,       July 28,1993
"5,136,677",Galileo Electro-Optics Corporation ,Sturbridge, MA,       June 6,1991
"5,028,105",Galileo Electro-Optics Corporation ,Sturbridge, MA,       December 21,1989
"4,239,797",GAF Corporation ,New York, NY,       September 29,1978
"4,195,107",GAF Corporation ,New York, NY,       April 26,1978
"4,184,750",GAF Corporation ,New York, NY,       April 26,1978
"4,790,999",Fritzsche Dodge & Olcott Inc.,New York, NY,       August 29,1986
"5,484,838",Ford Motor Company ,Dearborn, MI,       December 22,1994
"5,337,184",Ford Motor Company ,Dearborn, MI,       January 7,1993
"5,959,015","Ford Global Technologies, Inc.",Dearborn, MI,       June 23,1998
"5,470,564",FMC Corporation ,Philadelphia, PA,08-Dec,1994
"5,439,663",FMC Corporation ,Philadelphia, PA,       August 1,1994
"4,713,228",FMC Corporation ,Philadelphia, PA,       November 4,1986
"4,575,403",FMC Corporation ,Philadelphia, PA,       June 1,1984
"4,483,746",FMC Corporation ,Philadelphia, PA,       June 4,1982
"4,438,089",FMC Corporation ,Philadelphia, PA,       December 6,1982
"4,418,051",FMC Corporation ,Philadelphia, PA,       February 28,1983
"4,169,812",FMC Corporation ,Philadelphia, PA,       March 7,1978
"4,243,525",FMC Corporation ,Philadelphia, PA,       March 29,1979
"8,178,567",FMC Corporation ,Philadelphia, PA,       February 2,2007
"8,029,693",FMC Corporation ,Philadelphia, PA,       January 30,2009
"7,977,332",FMC Corporation ,Philadelphia, PA,       December 2,2004
"7,683,070",FMC Corporation ,Philadelphia, PA,       October 17,2007
"5,874,579",FMC Corporation ,Philadelphia, PA,       May 1,1996
"5,712,281",FMC Corporation ,Philadelphia, PA,       May 23,1995
"5,710,157",FMC Corporation ,Philadelphia, PA,       January 2,1996
"5,696,259",FMC Corporation ,Philadelphia, PA,       July 22,1996
"5,639,753",FMC Corporation ,Philadelphia, PA,       November 28,1995
"5,627,189",FMC Corporation ,Philadelphia, PA,       November 8,1995
"5,622,954",FMC Corporation ,Philadelphia, PA,       March 2,1995
"5,616,718",FMC Corporation ,Philadelphia, PA,       April 20,1995
"5,593,998",FMC Corporation ,Philadelphia, PA,       May 15,1996
"5,587,379",FMC Corporation ,Philadelphia, PA,       May 22,1995
"5,547,954",FMC Corporation ,Philadelphia, PA,       May 26,1994
"5,536,725",FMC Corporation ,Philadelphia, PA,       October 6,1994
"5,534,518",FMC Corporation ,Philadelphia, PA,       June 28,1994
"5,532,370",FMC Corporation ,Philadelphia, PA,       April 20,1995
"5,532,367",FMC Corporation ,Philadelphia, PA,       March 31,1995
"5,521,192",FMC Corporation ,Philadelphia, PA,       May 3,1994
"5,521,190",FMC Corporation ,Philadelphia, PA,       May 27,1993
"4,975,451",FMC Corporation ,Philadelphia, PA,       March 2,1989
"4,818,271",FMC Corporation ,Philadelphia, PA,       October 31,1985
"4,808,722",FMC Corporation ,Philadelphia, PA,       October 31,1985
"4,787,931",FMC Corporation ,Philadelphia, PA,       June 17,1986
"4,735,650",FMC Corporation ,Philadelphia, PA,       October 10,1985
"4,728,355",FMC Corporation ,Philadelphia, PA,       October 10,1985
"4,631,148",FMC Corporation ,Philadelphia, PA,       March 15,1985
"4,377,653",FMC Corporation ,Philadelphia, PA,       January 30,1981
"4,250,326",FMC Corporation ,Philadelphia, PA,       October 22,1979
"3,996,225",FMC Corporation ,Philadelphia, PA,       December 9,1975
"3,996,224",FMC Corporation ,Philadelphia, PA,       December 9,1975
"5,272,191",FMC Corporation ,Philadelphia, PA,       August 21,1991
"4,440,944",FMC Corporation ,Philadelphia, PA,       February 3,1983
"4,380,571",FMC Corporation ,Philadelphia, PA,       April 19,1982
"4,345,059",FMC Corporation ,Philadelphia, PA,       May 18,1981
"4,624,725",FMC Corporation ,Philadelphia, PA,       March 15,1985
"6,828,294",FMC Corporation ,Philadelphia, PA,       August 6,2002
"5,939,438",FMC Corporation ,N/A,N/A,       September 9,1998
"4,421,652","Fluid Power Research, Inc.",Windsor, WI,       December 15,1980
"9,783,775","FloDesign Sonics, Inc.",Wilbraham, MA,14-Feb,2017
"9,782,354","FloDesign Sonics, Inc.",Wilbraham, MA,14-Feb,2017
"9,404,100","FloDesign Sonics, Inc.",Wilbraham, MA,07-Feb,2014
"9,737,502","FloDesign Sonics, Inc.",Walbraham, MA,14-Feb,2017
"9,738,938","FloDesign Sonics, Inc ",Wilbraham, MA,08-Mar,2017
"10,206,893","Flexus Biosciences, Inc.",Princeton, NJ,01-Feb,2017
"9,598,422","Flexus Biosciences, Inc.",Princeton, NJ,05-Nov,2015
"6,849,343","Flex Products, Inc.",Santa Rosa, CA,       April 14,2003
"6,815,065","Flex Products, Inc.",Santa Rosa, CA,       February 11,2003
"6,749,936","Flex Products, Inc.",Santa Rosa, CA,       December 20,2001
"6,572,784","Flex Products, Inc.",Santa Rosa, CA,       November 17,2000
"6,565,770","Flex Products, Inc.",Santa Rosa, CA,       November 17,2000
"6,114,018","Flex Products, Inc.",Santa Rosa, CA,       October 27,1997
"5,766,738","Flex Products, Inc.",Santa Rosa, CA,       June 6,1995
"6,844,139","Flex Products, Inc.",Santa Rosa, CA,       April 14,2003
"6,086,782","Flex Products, Inc.",Santa Rosa, CA,       October 27,1997
"6,569,529","Flex Product, Inc.",Santa Rosa, CA,       October 10,2000
"7,661,660","Fisher Pumps, Inc.",Greeley, CO,       January 3,2006
"6,723,359",Firmenich SA ,Geneva, CH,       October 18,2001
"8,017,835",Firmenich SA ,Geneva, CH,       February 13,2007
"8,999,010",Firmenich SA ,Geneva, CH,03-Sep,2010
"8,968,665",Firmenich SA ,Geneva, CH,07-Oct,2011
"4,945,077",Fiberglass Canada Inc.,Ontario, CA,       September 18,1989
"4,339,361","Fiberglas Canada, Inc.",Toronto, CA,       July 28,1980
"4,883,824","Fiberglas Canada, Inc.",Ontario, CA,       February 9,1989
"4,576,972","Fiberglas Canada, Inc.",Ontario, CA,       July 29,1985
"4,546,119","Fiberglas Canada, Inc.",Ontario, CA,       November 29,1984
"RE30,375",Fiberglas Canada Ltd.,Sarnia, CA,       January 12,1978
"4,623,479",Fiberglas Canada Inc.,Toronto, CA,       August 20,1984
"4,550,124",Fiberglas Canada Inc.,Toronto, CA,07-Feb,1985
"4,525,492",Fiberglas Canada Inc.,Toronto, CA,       June 4,1982
"4,514,523",Fiberglas Canada Inc.,Toronto, CA,       May 4,1984
"4,507,406",Fiberglas Canada Inc.,Toronto, CA,       May 4,1984
"4,587,282",Fiberglas Canada Inc.,Sarnia, CA,       June 19,1984
"4,431,752",Fiberglas Canada Inc.,Sarnia, CA,       November 8,1982
"5,035,936",Fiberglas Canada Inc.,Point Edward, CA,       July 10,1990
"4,997,681",Fiberglas Canada Inc.,Point Edward, CA,       February 8,1989
"4,882,364",Fiberglas Canada Inc.,Ontario, CA,       April 25,1988
"4,480,068",Fiberglas Canada Inc.,Ontario, CA,       September 14,1981
"4,560,706",Fiberglas Canada Inc.,CA,CA,07-Feb,1985
"4,356,208",F. Korbel and Bros.,Guerneville, CA,       May 26,1981
"4,235,940",F. Korbel and Bros.,Guerneville, CA,19-May,1980
"4,589,987","F. Korbel & Bros., Inc.",Guerneville, CA,       April 5,1983
"9,394,263",F.,Basel, CH,06-Aug,2013
"6,534,452",ExxonMobile Research and Engineering Company ,Annandale, NJ,       March 22,2002
"6,254,799",ExxonMobile Research and Engineering Company ,Annandale, NJ,       February 8,2000
"9,457,295",ExxonMobil Upstream Research Company ,Spring, TX,21-Mar,2014
"9,550,190",ExxonMobil Upstream Research Company ,Spring, TX,06-Nov,2012
"8,636,897",ExxonMobil Upstream Research Company ,Houston, TX,18-Jun,2008
"6,080,301",ExxonMobil Research and Engineering Company ,Florham Park, NJ,       September 4,1998
"6,136,760",ExxonMobil Research and Engineering Company ,Annnandale, NJ,       December 15,1999
"9,880,035",EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ,Annandale, NJ,27-Mar,2014
"9,840,678",EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ,Annandale, NJ,28-Dec,2015
"10,011,721",EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ,Annandale, NJ,20-Oct,2015
"9,975,786",EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ,Annandale, NJ,24-May,2016
"9,068,129",EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ,Annandale, NJ,20-Sep,2012
"9,028,675",EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ,Annandale, NJ,20-Sep,2012
"9,199,222",EXXONMOBIL RESEARCH AND ENGINEERING COMPANY ,Annandale, NJ,30-May,2013
"8,093,441",ExxonMobil Research and Engineering Company ,Annandale, NJ,       November 6,2009
"7,150,785",ExxonMobil Research and Engineering Company ,Annandale, NJ,       July 1,2005
"6,414,056",ExxonMobil Research and Engineering Company ,Annandale, NJ,       May 8,1998
"8,236,741",ExxonMobil Research and Engineering Company ,Annandale, NJ,       May 7,2007
"7,989,408",ExxonMobil Research and Engineering Company ,Annandale, NJ,       July 20,2007
"7,910,530",ExxonMobil Research and Engineering Company ,Annandale, NJ,       April 4,2008
"7,879,778",ExxonMobil Research and Engineering Company ,Annandale, NJ,       March 18,2008
"7,863,229",ExxonMobil Research and Engineering Company ,Annandale, NJ,       June 22,2007
"7,662,757",ExxonMobil Research and Engineering Company ,Annandale, NJ,       June 1,2007
"7,632,396",ExxonMobil Research and Engineering Company ,Annandale, NJ,       June 15,2007
"7,309,681",ExxonMobil Research and Engineering Company ,Annandale, NJ,       June 17,2005
"7,294,607",ExxonMobil Research and Engineering Company ,Annandale, NJ,       April 23,2004
"7,166,562",ExxonMobil Research and Engineering Company ,Annandale, NJ,       September 19,2003
"6,974,535",ExxonMobil Research and Engineering Company ,Annandale, NJ,       October 13,1998
"6,592,748",ExxonMobil Research and Engineering Company ,Annandale, NJ,       November 12,2002
"6,579,444",ExxonMobil Research and Engineering Company ,Annandale, NJ,       June 26,2001
"6,544,937",ExxonMobil Research and Engineering Company ,Annandale, NJ,       December 17,2001
"6,525,004",ExxonMobil Research and Engineering Company ,Annandale, NJ,       January 8,2002
"6,391,225",ExxonMobil Research and Engineering Company ,Annandale, NJ,       February 7,2001
"6,303,548",ExxonMobil Research and Engineering Company ,Annandale, NJ,       February 25,2000
"6,258,255",ExxonMobil Research and Engineering Company ,Annandale, NJ,       February 25,2000
"6,239,085",ExxonMobil Research and Engineering Company ,Annandale, NJ,       November 4,1999
"6,191,081",ExxonMobil Research and Engineering Company ,Annandale, NJ,       January 14,2000
"6,150,309",ExxonMobil Research and Engineering Company ,Annandale, NJ,       December 15,1999
"6,140,281",ExxonMobil Research and Engineering Company ,Annandale, NJ,       December 15,1999
"8,349,267",ExxonMobil Research and Engineering Company ,Annandale, NJ,       September 26,2008
"7,935,226",ExxonMobil Research and Engineering Company ,Annandale, NJ,       August 20,2008
"6,755,961",ExxonMobil Research and Engineering Company ,Annandale, NJ,       July 25,2000
"6,669,743",ExxonMobil Research and Engineering Company ,Annandale, NJ,       February 27,2001
"6,610,636",ExxonMobil Research and Engineering Company ,Annandale, NJ,       November 9,2001
"6,607,568",ExxonMobil Research and Engineering Company ,Annandale, NJ,       January 26,2001
"6,420,618",ExxonMobil Research and Engineering Company ,Annandale, NJ,       April 28,2000
"8,993,495",ExxonMobil Research and Engineering Company ,Annandale, NJ,02-Dec,2011
"8,523,960",ExxonMobil Research and Engineering Company ,Annandale, NJ,17-Jan,2008
"8,513,367",ExxonMobil Research and Engineering Company ,Annandale, NJ,11-Nov,2011
"8,680,030",ExxonMobil Research and Engineering Company ,Annandale, NJ,15-Nov,2010
"8,377,859",ExxonMobil Research and Engineering Company ,Annandale, NJ,05-Aug,2008
"8,822,742",ExxonMobil Research and Engineering Company ,Annandale, NJ,01-Jun,2012
"8,916,117",ExxonMobil Research and Engineering Company ,Annandale, NJ,05-Dec,2013
"8,668,887",ExxonMobil Research and Engineering Company ,Annandale, NJ,07-Aug,2012
"8,609,429",ExxonMobil Research and Engineering Company ,Annandale, NJ,17-Nov,2011
"9,208,266",ExxonMobil Research and Engineering Company ,Annandale, NJ,21-Dec,2012
"8,968,551",ExxonMobil Research and Engineering Company ,Annandale, NJ,21-Dec,2012
"8,765,847",ExxonMobil Research and Engineering Company ,Annandale, NJ,12-Nov,2012
"9,200,206",ExxonMobil Research and Engineering Company ,Annandale, NJ,21-Dec,2012
"8,951,405",ExxonMobil Research and Engineering Company ,Annandale, NJ,21-Dec,2012
"8,658,028",ExxonMobil Research and Engineering Company ,Annandale, NJ,31-Oct,2006
"8,487,155",ExxonMobil Research and Engineering Company ,Annandale, NJ,07-Dec,2010
"8,501,123",ExxonMobil Research and Engineering Company ,Annandale, NJ,04-Jun,2012
"8,475,542",ExxonMobil Research and Engineering Company ,Annandale, NJ,04-Jun,2012
"10,000,721",ExxonMobil Research and Engineering Company ,Annandale, NJ,13-Jan,2016
"7,597,798",Exxonmobil Research and Engineering Company ,Annandale, NJ,       May 6,2005
"8,299,005",Exxonmobil Research and Engineering Company ,Annandale, NJ,22-Jul,2008
"6,475,960",ExxonMobil Research and Engineering Co.,Annandale, NJ,       September 4,1998
"8,212,098",ExxonMobil Research & Engineering Company ,Annandale, NJ,       January 9,2008
"7,989,409",ExxonMobil Research & Engineering Company ,Annandale, NJ,       January 9,2008
"6,822,131",ExxonMobil Reasearch and Engineering Company ,Annandale, NJ,       November 17,1997
"6,855,654",ExxonMobil Oil Corporation ,Irving, TX,       September 16,2002
"6,569,963",ExxonMobil Oil Corporation ,Fairfax, VA,       May 9,2002
"6,486,089",ExxonMobil Oil Corporation ,Fairfax, VA,       November 9,1995
"6,417,130",ExxonMobil Oil Corporation ,Fairfax, VA,       March 25,1996
"6,410,474",ExxonMobil Oil Corporation ,Fairfax, VA,       March 10,1997
"8,247,065",ExxonMobil Chemical Patents Inc.,Houston, TX,       April 24,2007
"7,396,881",ExxonMobil Chemical Patents Inc.,Houston, TX,       July 21,2005
"7,396,878",ExxonMobil Chemical Patents Inc.,Houston, TX,       July 21,2005
"7,101,939",ExxonMobil Chemical Patents Inc.,Houston, TX,       October 11,2002
"3,997,427",Exxon Research and Engineering Company ,Linden, NJ,       December 24,1975
"4,037,034",Exxon Research and Engineering Company ,Linden, NJ,       October 28,1976
"4,032,594",Exxon Research and Engineering Company ,Linden, NJ,       June 10,1975
"4,032,510",Exxon Research and Engineering Company ,Linden, NJ,       August 5,1976
"4,028,224",Exxon Research and Engineering Company ,Linden, NJ,       October 22,1976
"4,018,666",Exxon Research and Engineering Company ,Linden, NJ,       December 17,1975
"4,013,736",Exxon Research and Engineering Company ,Linden, NJ,       July 28,1975
"4,013,542",Exxon Research and Engineering Company ,Linden, NJ,       July 16,1975
"3,985,662",Exxon Research and Engineering Company ,Linden, NJ,       December 24,1975
"3,961,916",Exxon Research and Engineering Company ,Linden, NJ,       February 28,1975
"3,951,780",Exxon Research and Engineering Company ,Linden, NJ,       February 28,1974
"3,948,759",Exxon Research and Engineering Company ,Linden, NJ,       October 25,1974
"3,968,036",Exxon Research and Engineering Company ,Linden, NJ,       June 17,1974
"4,975,164",Exxon Research and Engineering Company ,Florham Park, NJ,       December 27,1989
"4,690,806",Exxon Research and Engineering Company ,Florham Park, NJ,       May 1,1986
"4,892,660",Exxon Research and Engineering Company ,Florham Park, NJ,       October 17,1988
"4,988,377",Exxon Research and Engineering Company ,Florham Park, NJ,31-Jul,1989
"5,365,009",Exxon Research and Engineering Company ,Florham Park, NJ,       April 14,1993
"5,220,106",Exxon Research and Engineering Company ,Florham Park, NJ,       March 27,1992
"4,885,096",Exxon Research and Engineering Company ,Florham Park, NJ,       June 13,1988
"4,867,892",Exxon Research and Engineering Company ,Florham Park, NJ,       December 28,1987
"4,802,987",Exxon Research and Engineering Company ,Florham Park, NJ,       February 24,1984
"5,549,744",Exxon Research and Engineering Company ,Florham Park, NJ,       September 8,1995
"5,393,811",Exxon Research and Engineering Company ,Florham Park, NJ,       May 10,1993
"5,095,055",Exxon Research and Engineering Company ,Florham Park, NJ,02-May,1990
"4,882,373",Exxon Research and Engineering Company ,Florham Park, NJ,       August 15,1988
"4,879,044",Exxon Research and Engineering Company ,Florham Park, NJ,       February 3,1989
"4,873,275",Exxon Research and Engineering Company ,Florham Park, NJ,       December 18,1987
"4,868,233",Exxon Research and Engineering Company ,Florham Park, NJ,       July 15,1987
"4,828,773",Exxon Research and Engineering Company ,Florham Park, NJ,       October 14,1987
"4,711,672",Exxon Research and Engineering Company ,Florham Park, NJ,       April 21,1986
"5,618,408",Exxon Research and Engineering Company ,Florham Park, NJ,       October 7,1994
"6,090,761",Exxon Research and Engineering Company ,Florham Park, NJ,       September 21,1999
"6,090,758",Exxon Research and Engineering Company ,Florham Park, NJ,       December 22,1998
"6,027,636",Exxon Research and Engineering Company ,Florham Park, NJ,       December 22,1998
"5,977,425",Exxon Research and Engineering Company ,Florham Park, NJ,       January 15,1999
"5,951,851",Exxon Research and Engineering Company ,Florham Park, NJ,       March 24,1998
"5,898,023",Exxon Research and Engineering Company ,Florham Park, NJ,       May 1,1998
"5,851,969",Exxon Research and Engineering Company ,Florham Park, NJ,       September 7,1993
"5,807,815",Exxon Research and Engineering Company ,Florham Park, NJ,       March 14,1997
"5,783,531",Exxon Research and Engineering Company ,Florham Park, NJ,       July 3,1997
"5,770,542",Exxon Research and Engineering Company ,Florham Park, NJ,       March 28,1997
"5,726,133",Exxon Research and Engineering Company ,Florham Park, NJ,       September 10,1996
"5,723,716",Exxon Research and Engineering Company ,Florham Park, NJ,       February 27,1996
"5,653,787",Exxon Research and Engineering Company ,Florham Park, NJ,       August 27,1996
"5,565,086",Exxon Research and Engineering Company ,Florham Park, NJ,       March 12,1996
"5,562,867",Exxon Research and Engineering Company ,Florham Park, NJ,       November 1,1994
"5,525,233",Exxon Research and Engineering Company ,Florham Park, NJ,       September 19,1995
"5,520,832",Exxon Research and Engineering Company ,Florham Park, NJ,       December 1,1994
"5,516,740",Exxon Research and Engineering Company ,Florham Park, NJ,       October 28,1994
"5,516,444",Exxon Research and Engineering Company ,Florham Park, NJ,       March 25,1993
"5,342,506",Exxon Research and Engineering Company ,Florham Park, NJ,       January 24,1994
"5,336,277",Exxon Research and Engineering Company ,Florham Park, NJ,30-Dec,1992
"5,320,739",Exxon Research and Engineering Company ,Florham Park, NJ,       February 26,1993
"5,304,315",Exxon Research and Engineering Company ,Florham Park, NJ,06-May,1993
"5,282,960",Exxon Research and Engineering Company ,Florham Park, NJ,       August 20,1992
"5,269,907",Exxon Research and Engineering Company ,Florham Park, NJ,       October 2,1991
"5,254,795",Exxon Research and Engineering Company ,Florham Park, NJ,       December 17,1992
"5,250,181",Exxon Research and Engineering Company ,Florham Park, NJ,       October 7,1992
"5,250,081",Exxon Research and Engineering Company ,Florham Park, NJ,       September 8,1992
"5,225,094",Exxon Research and Engineering Company ,Florham Park, NJ,       December 23,1991
"5,200,382",Exxon Research and Engineering Company ,Florham Park, NJ,       March 27,1992
"5,200,062",Exxon Research and Engineering Company ,Florham Park, NJ,       November 15,1991
"5,199,978",Exxon Research and Engineering Company ,Florham Park, NJ,       June 17,1991
"5,182,248",Exxon Research and Engineering Company ,Florham Park, NJ,       June 17,1991
"5,173,191",Exxon Research and Engineering Company ,Florham Park, NJ,       May 10,1991
"5,173,172",Exxon Research and Engineering Company ,Florham Park, NJ,       October 5,1989
"5,169,518",Exxon Research and Engineering Company ,Florham Park, NJ,       August 19,1991
"5,160,045",Exxon Research and Engineering Company ,Florham Park, NJ,       May 21,1990
"5,158,671",Exxon Research and Engineering Company ,Florham Park, NJ,       June 17,1991
"5,158,670",Exxon Research and Engineering Company ,Florham Park, NJ,       December 13,1988
"5,116,522",Exxon Research and Engineering Company ,Florham Park, NJ,       April 10,1991
"5,108,462",Exxon Research and Engineering Company ,Florham Park, NJ,       August 23,1989
"4,962,271",Exxon Research and Engineering Company ,Florham Park, NJ,       September 7,1989
"4,898,659",Exxon Research and Engineering Company ,Florham Park, NJ,       December 21,1988
