Label,City,Country,Patent Category,Regions,Types of Actors,Country,Degree_normalized,Degree,Clossness_normalized,Closeness,Betweenness,Betweenness_normalized
 Billimoria; Rustom M.,Baton Rouge,LA,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Birnkrant; Michael J.,Kenilworth,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Bishop; Michael D.,Rio,WI,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Bisset; Douglas M.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00019425,3.77E-08,0,0
 Black; Robin M.,Porton,EN,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Blackshaw; George C.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Bladon; K.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00019716,3.83E-08,0,0
 Bladon; Sarah L.,Burton on Trent,GB,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Blahey; Alan G.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Blahey; Alan Gary ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 Blais; Edmund J.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194326,3.77E-08,0,0
 Blais; Edmund Joseph ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Blake; Dale W.,Glastonbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Blanpain; Peter R. J.,Reichstett,FR,Innovator,external,individual,outside,0.000194212,1,0.000454477,8.83E-08,0,0
 Blaskowski; Henry J.,Avon,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Blazecka; Peter G.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194856,3.78E-08,0,0
 Blazecka; Peter Garth ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194856,3.78E-08,0,0
 Bledsoe Jr.; James O.,Jacksonville,FL,Innovator,external,individual,outside,0.000194212,1,0.000454112,8.82E-08,0,0
 Bleikolm; Anton F.,Ecublens,CH,Innovator,external,individual,outside,0.000194212,1,0.00019535,3.79E-08,0,0
 Bloom; Allen ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194894,3.79E-08,0,0
 Bloom; David ,Jackson,WY,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Blosser; Patrick W.,Windsor,NJ,Innovator,internal,individual,outside,0.000194212,1,0.000454504,8.83E-08,0,0
 Blumenfeld; John F.,Simsbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Boate; Douglas R.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Bobko; Mark A.,Exton,PA,Innovator,external,individual,outside,0.000194212,1,0.000454372,8.82E-08,0,0
 Bocksteiner; Gunter ,Avondale Heights,AU,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Boczon; Amy ,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000196116,3.81E-08,0,0
 Boedeker; Laurence R.,Simsbury,CT,Innovator,external,individual,outside,0.000194212,1,0.00045437,8.82E-08,0,0
 Boedeker; Laurence R. (W.,W. Simsbury,CT,Innovator,external,individual,outside,0.000194212,1,0.00045437,8.82E-08,0,0
 Bogue; William ,Hebron,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Bohler; Paul ,Uetikon,CH,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Bol; David K.,Langhorne,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Bolin; David Robert ,Montclair,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454253,8.82E-08,0,0
 Bom; David C.,Broadview Heights,OH,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Bonnet; Christelle Marie Sandrine ,Caillouet-Orgeville,FR,Innovator,external,individual,outside,0.000194212,1,0.000453811,8.81E-08,0,0
 Bonville; Leonard J.,Marlborough,CT,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Boone; Pamela ,Montvale,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194818,3.78E-08,0,0
 Borio; Donald C.,New Britain,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Borio; Richard W.,Somers,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Borr; Mitchell ,Guelph,CA,Innovator,external,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Bossaert; Bernard L.,Dilbeek,BE,Innovator,external,individual,outside,0.000194212,1,0.000454762,8.83E-08,0,0
 Boszak; Ronald J.,Trenton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Boteju; Lakmal ,Kendall Park,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Boteju; Lakmal W.,Kendall Park,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454495,8.83E-08,0,0
 Boulanger; Martin J.,Victoria,CA,Innovator,external,individual,within,0.000194212,1,0.000194363,3.77E-08,0,0
 Bourbonais; Ed ,Houston,TX,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Bourbonais; Edward ,Houston,TX,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Bourbonais; Edward A.,Arlington,TX,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Bourdeau; Romeo G.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Bovey; Denis Malcolm Harvey ,Slough,GB,Innovator,external,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Bowen; Micah C.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Boyd; Brian T.,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Boyd; Ewan C.,Tullibody,GB,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Boyd; Robert ,Horsham,PA,Innovator,external,individual,outside,0.000194212,1,0.000194856,3.78E-08,0,0
 Boyle; John Arnott ,Maidenhead,EN,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Boyle; John T. A.,Maidenhead,GB2,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Boyle; John Terence Arnott ,Maidenhead,EN,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Boyle; Mary Beth ,Pennington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Bozelak; Joseph Richard ,Munith,MI,Innovator,external,individual,outside,0.000194212,1,0.000194856,3.78E-08,0,0
 Bozimowski; Dennis ,Ballwin,MO,Innovator,external,individual,outside,0.000194212,1,0.000195007,3.79E-08,0,0
 Bozzuto; Carl Richard ,Enfield,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Br aunlich; Gabriele ,Wuppertal,DE,Innovator,external,individual,outside,0.000194212,1,0.0004545,8.83E-08,0,0
 Bradbury; Thomas J.,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000194704,3.78E-08,0,0
 Bradford; Christopher J.,Ypsilant,MI,Innovator,external,individual,outside,0.000194212,1,0.000454739,8.83E-08,0,0
 Bradford; William G.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
" Bradley, Jr.; Richard A.",Santa Rosa,CA,Innovator,external,individual,within,0.000194212,1,0.00019535,3.79E-08,0,0
 Bradley; Gerald ,Weybridge,GB2,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Bradley; Richard A.,Santa Rosa,CA,Innovator,external,individual,within,0.000194212,1,0.00019535,3.79E-08,0,0
 Bradt; Chris ,Lasalle,CA,Innovator,external,individual,within,0.000194212,1,0.00019459,3.78E-08,0,0
 Brady; Thomas E.,Whitehouse Station,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Braithwaite; David ,Doncaster,GB2,Innovator,external,individual,outside,0.000194212,1,0.000196,3.81E-08,0,0
 Braksmayer; Diza P.,Cranbury,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Brandes; Dee A.,Calgary,CA,Innovator,external,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Brands; Karel M.,Jersey City,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Brands; Karel M. J.,Jersey City,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Brandt; Kevin ,Longmont,CO,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Brandt; Thomas Lynn ,Windsor,NY,Innovator,internal,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Branston; Randolph E.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000194439,3.78E-08,0,0
 Branstrom; Arthur A.,Hightstown,NJ,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Brant; Michael G.,Victoria,CA,Innovator,external,individual,within,0.000194212,1,0.000194363,3.77E-08,0,0
 Brase; Ingrid E. (E.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194212,3.77E-08,0,0
 Brass; Jack ,Toronto,CA,Innovator,external,individual,within,0.000194212,1,0.000194515,3.78E-08,0,0
 Brasz; Joost J.,Fayetteville,NY,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Braubach; Wilfried ,Solingen,DE,Innovator,external,individual,outside,0.000194212,1,0.000454566,8.83E-08,0,0
 Brauer; Melvin (E.,E. Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Brauer; Melvin (E.(E.,E. Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Braunlich; Gabriele ,Wuppertal,DE,Innovator,external,individual,outside,0.000194212,1,0.0004545,8.83E-08,0,0
 Brautsch; Andreas ,Wurenlingen,CH,Innovator,external,individual,outside,0.000194212,1,0.000198214,3.85E-08,0,0
 Brazdil; James F.,Mayfield Village,OH,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Brennek; Andrew ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454762,8.83E-08,0,0
 Brescia; Marc-Raleigh ,Dayton,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045481,8.83E-08,0,0
 Breslin; Henry J.,Lansdale,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
 Breslin; Henry Joseph ,Lansdale,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
 Brewster; Phillip W.,Camlachie,CA,Innovator,external,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Bridger; Robert F.,Hopewell,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Briens; Cedric L.,Richmond,CA,Innovator,external,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Briggs; George J.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Briggs; George James ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Brinkman; John A ,West Caldwell,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454489,8.83E-08,0,0
 Bristow (nee Elley); Dale M.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Brocchini; Stephen J.,Highland Park,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196193,3.81E-08,0,0
 Brockunier; Linda ,Orange,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Brodie; David A.,Brigantine,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Bromba; Caleb M. (Fort St.,Fort St. John,CA,Innovator,external,individual,within,0.000194212,1,0.000194363,3.77E-08,0,0
 Brons; Cornelius H.,Washington,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Brons; Glen B.,Phillipsburg,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
 Brown; Angus Richard ,Newhouse,GB,Innovator,external,individual,outside,0.000194212,1,0.00045475,8.83E-08,0,0
 Brown; George W.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Brown; Mary E.,Belle Mead,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Brown; Ricardo O.,West Hartford,CT,Innovator,external,individual,outside,0.000194212,1,0.000454361,8.82E-08,0,0
 Brown; Richard A.,Trenton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Brown; Steven E.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194439,3.78E-08,0,0
 Brown; Steven J.,North Granby,CT,Innovator,external,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Brown; Terrance O.,Corunna,CA,Innovator,external,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Brown; Trevor A.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454498,8.83E-08,0,0
 Brownie; John H.,Brights Grove,CA,Innovator,external,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 Brule; James E.,South Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Brunsvold; William R.,Poughkeepsie,NY,Innovator,external,individual,outside,0.000194212,1,0.000196193,3.81E-08,0,0
 Brusasco; Raymond M.,Livermore,CA,Innovator,external,individual,within,0.000194212,1,0.00019459,3.78E-08,0,0
 Bruszewski; Walter ,Guerneville,CA,Innovator,external,individual,within,0.000194212,1,0.000194628,3.78E-08,0,0
 Bubon; Frank ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Bubon; Frank J.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Buckham; John ,Byron,CA,Innovator,external,individual,within,0.000194212,1,0.000454479,8.83E-08,0,0
 Buckler; Ernest J.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Buckler; Ernest Jack ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Budzynski; Andrei Z.,Glenside,PA,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Buford; Nancy Pasquarello ,King of Prussia,PA,Innovator,external,individual,outside,0.000194212,1,0.000195122,3.79E-08,0,0
 Buglass; John G.,Glastonbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000454135,8.82E-08,0,0
 Bui; Hy Si ,Piscataway,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Bullard; Edward M.,Rochester,NY,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Bullock; Billy Gene ,Englishtown,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Bultman; Michael S.,Allendale,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Burbaum; Jonathan J.,Cranbury,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045481,8.83E-08,0,0
 Burk; Bruce ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Burke; James R.,Holland,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Burke; Jason ,Charlottesville,VA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
 Burks; Stephen R.,Essexville,MI,Innovator,external,individual,outside,0.000194212,1,0.00019716,3.83E-08,0,0
 Burlatsky; Sergei F ,West Hartford,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Burlatsky; Sergei F.,Vernon,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Burnett; Arthur P.,Milford,DE,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Burnham; Alan K.,Livermore,CA,Innovator,external,individual,within,0.000194212,1,0.00019459,3.78E-08,0,0
 Burrows; Harvey P.,Greeley,CO,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Burrows; Matthew G.,Greeley,CO,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Bursuker; Isia ,Cheshire,CT,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Burton; Jeffrey H.,Windsor LCT,CT,Innovator,internal,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Burton; Thomas M.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454479,8.83E-08,0,0
 Buser; John W.,North Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Bushell; Brian J.,Portsmouth,GB2,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Bushell; Brian John ,Southampton,EN,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Bushnell; James D.,Berkeley Heights,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Buswell; Richard F.,Glastonbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Butera; John A.,Clarksburg,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Butler-Ransohoff; John-Edward ,Wuppertal,DE,Innovator,external,individual,outside,0.000194212,1,0.0004545,8.83E-08,0,0
 Butter; Stephen Allan ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454581,8.83E-08,0,0
 Byers; Lance R.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454721,8.83E-08,0,0
 Byeseda; John J.,Tulsa,OK,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Bytnar; Stephen C.,Greeley,CO,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Cabral-Lilly; Donna ,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Cadena; Natalie ,Union City,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454043,8.82E-08,0,0
 Cai; Lining ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194401,3.78E-08,0,0
 Cai; Zhehong ,Sunnyvale,CA,Innovator,external,individual,within,0.000194212,1,0.000454722,8.83E-08,0,0
 Cai; Zhen-Wei ,Belle Mead,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Caillouette; Lyle ,Farmington Hills,MI,Innovator,external,individual,outside,0.000194212,1,0.000454739,8.83E-08,0,0
 Cain; William T.,Nanuet,NY,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Calcote; Hartwell F.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Calderon; Edgar P.,Sterling Heights,MI,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Caldwell; Charles G ,Dallas,TX,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Caldwell; Christopher B.,Stoney Creek,CA,Innovator,external,individual,within,0.000194212,1,0.000194515,3.78E-08,0,0
 Callahan; Christopher W.,Windsor Locks,CT,Innovator,internal,individual,outside,0.000194212,1,0.00045437,8.82E-08,0,0
 Callander; Keith A.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Cama; Lovji D.,Teaneck,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Cameron; Louise M.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194363,3.77E-08,0,0
 Campbell; Ian D.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Campbell; John R.,Clifton Park,NY,Innovator,external,individual,outside,0.000194212,1,0.000196848,3.82E-08,0,0
 Campomizzi; Ezio C.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454499,8.83E-08,0,0
 Canavan; Patrick D.,Brooklyn,NY,Innovator,external,individual,outside,0.000194212,1,0.000454504,8.83E-08,0,0
 Cannon; Warren R.,East Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194742,3.78E-08,0,0
 Canterino; Peter J.,Towaco,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Cao; Peigang ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Cao; Sheldon ,San Diego,CA,Innovator,external,individual,within,0.000194212,1,0.000454612,8.83E-08,0,0
 Capwell; Robert J.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000195083,3.79E-08,0,0
 Carfolite; Barbara A.,Wallingford,PA,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
 Carini; David J.,Wallingford,CT,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Carlsen; Marianne ,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000454886,8.83E-08,0,0
 Carlson; David Emil ,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000194894,3.79E-08,0,0
 Carmichael; Keith Ernest ,Charleston,WV,Innovator,external,individual,outside,0.000194212,1,0.00019497,3.79E-08,0,0
 Carnell; David ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Carney; Kenneth ,Rancho Cucamonga,CA,Innovator,external,individual,within,0.000194212,1,0.000194212,3.77E-08,0,0
 Carniglia; Charles K.,Santa Rosa,CA,Innovator,external,individual,within,0.000194212,1,0.00019535,3.79E-08,0,0
 Caron; Mark E.,Somers,CT,Innovator,external,individual,outside,0.000194212,1,0.000454357,8.82E-08,0,0
 Carpency; Joseph Francis ,Seabrook,TX,Innovator,external,individual,outside,0.000194212,1,0.000454762,8.83E-08,0,0
" Carpenter, Jr.",Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000194552,3.78E-08,0,0
 Carr; Dale D.,Morristown,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Carrabba; Michael Mario ,Ashland,OR,Innovator,external,individual,outside,0.000194212,1,0.000194552,3.78E-08,0,0
 Carrillo; Donald E.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194477,3.78E-08,0,0
 Carson; Kenneth G.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454495,8.83E-08,0,0
 Carter; Adrian ,Bulli,AU,Innovator,external,individual,outside,0.000194212,1,0.00019459,3.78E-08,0,0
 Carter; Percy H.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Cartwright; David ,Reading,GB2,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Cartwright; S.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 Cartwright; Stanley James ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454399,8.83E-08,0,0
 Carulo; Antonio B.,Vernon,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Casas-Finet; Jose ,Gaithersburg,MD,Innovator,external,individual,outside,0.000194212,1,0.000194666,3.78E-08,0,0
 Cascieri; Margaret A. (E.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454671,8.83E-08,0,0
 Cassel; Jonathan M.,Healdsburg,CA,Innovator,external,individual,within,0.000194212,1,0.00019577,3.80E-08,0,0
 Castagnola; Norma B.,East Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Castagnola; Norma Beatriz ,Munich,DE,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Castaing; Jean-Christophe ,Burlington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454496,8.83E-08,0,0
 Cavalla; John F.,Isleworth,GB2,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Cavalla; John Frederick ,Isleworth,EN,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Cavallaro; Cullen ,Allentown,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454495,8.83E-08,0,0
 Cavallaro; Cullen L.,Robbinsville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Celebi; Azim Alan ,Clark,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Cernak; Timothy A.,Boston,MA,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Cezanne; Bertram ,Morfelden-Walldorf,DE,Innovator,external,individual,outside,0.000194212,1,0.000454372,8.82E-08,0,0
 Chackalamannil; Samuel ,Califon,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Chafetz; Harry ,Hyde Park,NY,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Chaguturu; Munirathnam K.,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Chaguturu; Munirathnam Krishnappa ,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Chakrabarty; Tapan ,Calgary,CA,Innovator,external,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Chakrabary; Tapantosh ,Calgary,CA,Innovator,external,individual,within,0.000194212,1,0.000454359,8.82E-08,0,0
 Chakraborty; Indrani ,Fremont,CA,Innovator,external,individual,within,0.000194212,1,0.000454722,8.83E-08,0,0
 Chakravarty; Devraj ,Hillsborough,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454607,8.83E-08,0,0
 Chalmers; David Calder ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454713,8.83E-08,0,0
 Chan; Tin Yau ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Chan; Yeung Yu ,Kendall Park,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chandler; Ralph Edward ,Chobham,GB,Innovator,external,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Chandramouli; Renukeshwar H ,Bangalore,IN,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Chang; Han ,Framingham,MA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chao; Hannguang J.,Nashua,NH,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Chao; Sam T.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454497,8.83E-08,0,0
 Chapman; Paul ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454503,8.83E-08,0,0
